ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
601898.SH,20260518,17.41,0.6714,3.9994,1.54,12.9076,13.0047,1.4074,1.5591,1.6046,2.4354,2.4354,1325866.34,915200.04,153647.8192,23083332.9794,15933632.6964
601999.SH,20260518,6.71,1.3544,4.1705,0.87,35.1963,35.307,1.3767,1.764,1.8258,0.8942,0.8942,55091.47,55091.47,17891.47,369663.7637,369663.7637
002202.SZ,20260518,25.79,4.3476,5.88,0.73,39.2637,34.9891,2.7394,1.4917,1.3782,0.5426,0.5426,422378.8647,336350.5081,248690.9952,10893150.9206,8674479.6039
002258.SZ,20260518,12.21,1.5671,2.6481,0.77,20.4136,22.1726,1.2207,1.085,1.0584,3.276,3.276,80043.7228,79914.8495,47293.7402,977333.8554,975760.3124
002264.SZ,20260518,7.6,3.0937,5.1598,0.91,32.2801,34.1656,2.6255,1.7164,1.5055,1.2944,1.2944,71981.13,65478.281,39258.5835,547056.588,497634.9356
002419.SZ,20260518,5.11,1.6676,3.3069,1.18,71.7997,74.4179,1.4423,0.5167,0.521,1.1742,1.1742,116884.775,116870.0475,58936.5964,597281.2003,597205.9427
601866.SH,20260518,2.61,0.7841,2.1075,0.68,21.4029,22.3369,1.1067,1.3669,1.3367,1.5709,1.5709,1319765.582,975198.382,362847.9822,3444588.169,2545267.777
002267.SZ,20260518,7.82,0.9332,2.6238,1.27,14.893,17.5239,1.2389,1.0118,1.0599,4.4757,4.4757,111207.5445,111207.5445,39554.4989,869642.998,869642.998
601668.SH,20260518,4.89,0.5304,1.2541,0.88,5.1718,5.3261,0.4073,0.097,0.0991,5.5521,5.5521,4132039.0444,4132039.0444,1747666.3119,20205670.9271,20205670.9271
002271.SZ,20260518,14.12,3.4977,4.4602,0.83,297.778,104.5078,1.6441,1.223,1.1706,13.1018,6.5509,238869.9866,191449.19,150133.524,3372844.2108,2703262.5628
002268.SZ,20260518,15.51,1.4545,2.2901,1.05,227.5266,359.2271,2.3858,5.783,5.9213,0.3869,0.3869,84563.6083,84525.4483,53685.3468,1311581.5647,1310989.7031
002237.SZ,20260518,14.86,2.1413,3.1729,0.86,33.3243,32.0158,1.577,0.1891,0.1682,0.7618,0.7618,142997.0408,119235.6008,80468.8264,2124936.0263,1771841.0279
002230.SZ,20260518,48.71,2.8443,3.3333,1.11,139.3931,135.5926,5.1243,4.3167,4.2207,0.1969,0.1969,240207.9841,218929.27,186812.6302,11700530.9055,10664044.7417
603323.SH,20260518,4.76,0.7913,0.9152,0.73,4.7024,4.6518,0.4961,2.2808,2.2734,5.3285,5.3285,201854.1437,201854.1437,174520.0056,960825.724,960825.724
688307.SH,20260518,129.2,6.0169,9.0651,0.76,181.9236,169.5439,12.4926,17.4277,15.6233,0.3459,0.0774,8877.4,8877.4,5892.3322,1146960.08,1146960.08
301616.SZ,20260518,44.55,2.061,2.9269,0.61,18.1073,18.3068,2.4418,3.6738,3.6981,0.8979,0.8979,8000.0,2840.1791,2000.0,356400.0,126529.9789
301392.SZ,20260518,185.39,10.2274,10.2274,0.56,833.0925,447.5351,24.4818,39.4722,38.1618,0.1618,0.1618,10000.0,4079.5911,4079.5911,1853900.0,756315.394
301487.SZ,20260518,25.24,4.7864,5.2267,0.85,426.5899,165.5038,6.0086,4.9984,4.3109,,,45961.6438,27279.4004,24981.328,1160071.8895,688532.0661
301535.SZ,20260518,18.55,1.2924,3.4024,0.8,78.7879,88.7151,6.7758,10.3459,10.3761,0.6361,1.1752,42529.4118,16979.6118,6449.6118,788920.5889,314971.7989
688419.SH,20260518,45.95,3.1337,7.7903,0.79,65.5227,73.2548,5.0022,17.8484,17.8275,0.6184,0.6184,11455.1669,11455.1669,4607.8834,526364.9191,526364.9191
001380.SZ,20260518,19.48,1.0838,3.3356,1.14,19.1805,20.8597,2.6835,2.6485,2.6848,1.0406,1.0406,27085.4208,27084.326,8800.406,527623.9972,527602.6705
688657.SH,20260518,36.39,2.9809,3.4777,1.17,68.3512,72.0509,2.5145,10.4559,9.9824,1.3106,1.1234,9542.0372,5969.4543,5116.8143,347234.7337,217228.442
603275.SH,20260518,52.12,7.568,7.568,0.47,43.2101,42.7795,2.5697,10.6435,10.0853,0.3235,0.3235,14877.1851,4153.5963,4153.5963,775398.8874,216485.4392
603273.SH,20260518,17.34,3.5864,3.5864,1.09,146.0743,134.1269,4.1885,7.3204,7.9209,0.3172,0.4325,21431.34,5605.84,5605.84,371619.4356,97205.2656
603075.SH,20260518,24.5,4.6082,4.6082,1.1,30.5179,30.266,4.4041,4.6383,4.487,2.8576,,40248.3111,4124.5066,4124.5066,986083.622,101050.4117
603310.SH,20260518,17.31,9.2924,12.8077,3.14,35.3255,33.7972,1.4694,6.552,5.5235,1.7331,1.7331,34534.0,19401.0,14076.0,597783.54,335831.31
688523.SH,20260518,73.73,8.7773,8.7773,0.79,630.2734,765.6831,17.847,65.4586,64.9202,,,40688.0,9651.5937,9651.5937,2999926.24,711612.0035
001356.SZ,20260518,11.61,2.8943,4.2613,0.87,74.7576,95.9578,3.3598,3.3439,3.2532,0.3273,0.3273,58932.0,20064.675,13628.025,684200.52,232950.8768
920974.BJ,20260518,7.4,1.8474,2.1539,0.92,47.5414,36.9778,1.8606,1.1304,1.0517,,,16380.0,12845.1794,11017.1685,121212.0,95054.3276
920770.BJ,20260518,14.37,3.8873,4.5569,0.76,41.3754,43.2031,3.006,10.245,10.6663,0.8351,0.8351,13013.2175,8189.38,6985.8841,186999.9355,117681.3906
920505.BJ,20260518,38.0,4.2003,8.4974,0.89,146.8408,169.323,7.2932,14.9493,14.2156,0.3936,0.3936,6478.5465,3601.0926,1780.0343,246184.767,136841.5188
301446.SZ,20260518,42.38,5.0381,5.0381,1.14,57.7272,58.5478,3.6325,8.0269,7.2841,0.4719,0.4719,10400.0,3107.0,3107.0,440752.0,131674.66
920087.BJ,20260518,12.76,2.0743,4.5891,0.62,168.3442,232.8125,3.8986,6.3645,6.3537,1.1755,1.1755,16520.0,16404.6125,7415.0689,210795.2,209322.8555
600930.SH,20260518,6.21,4.3705,4.3705,0.49,35.6671,40.4594,2.3454,6.6455,6.4859,,0.4831,4171428.5714,322981.3607,322981.3607,25904571.4284,2005714.2499
920190.BJ,20260518,23.42,1.417,2.6592,0.71,102.296,83.4608,2.7008,0.7773,0.7533,0.5124,0.5124,10000.0001,9944.3051,5298.9722,234200.0023,232895.6254
301630.SZ,20260518,256.11,12.1239,12.1239,0.77,80.4707,73.5947,5.853,8.5171,8.1344,,,4000.0,1000.0,1000.0,1024440.0,256110.0
920526.BJ,20260518,23.79,7.3988,14.4478,0.82,136.5459,126.6021,8.4261,17.1546,17.0065,0.4203,0.4203,8270.0,5236.7486,2681.7715,196743.3,124582.2492
603124.SH,20260518,120.1,2.8356,2.8356,0.75,79.8848,67.1327,9.0778,1.6946,1.5589,0.3081,0.3081,14574.5199,7760.881,7760.881,1750399.84,932081.8081
920855.BJ,20260518,14.8,0.6387,2.1046,1.48,32.1806,40.7091,1.8994,4.1298,4.2386,1.4189,1.4189,7473.3333,6703.6911,2034.5183,110605.3328,99214.6283
920641.BJ,20260518,17.39,3.2812,5.1492,0.62,149.4743,241.1359,3.7466,2.5212,2.5552,0.575,0.575,7507.5,4542.1626,2894.4126,130555.425,78988.2076
688708.SH,20260518,53.3,1.969,2.3592,1.14,48.4145,48.29,6.034,19.2549,18.9866,0.7505,0.1876,40001.0,14227.635,11874.035,2132053.3,758332.9455
688150.SH,20260518,63.51,4.2523,9.5754,1.03,116.6231,125.1273,13.1063,46.2865,47.3049,0.4854,0.4854,40243.7585,40243.7585,17871.6783,2555881.1023,2555881.1023
688153.SH,20260518,32.96,1.1878,3.404,0.72,325.06,1040.9814,3.5664,6.1109,6.1794,,,43031.3008,40923.9594,14279.7794,1418311.6744,1348853.7018
688322.SH,20260518,95.4,8.2872,12.8174,2.36,299.1882,284.3356,12.7802,40.6797,40.1745,,,40114.424,31867.6392,20604.236,3826916.0496,3040172.7797
688251.SH,20260518,29.6,1.9472,4.5152,0.63,94.2467,200.5213,3.5312,2.877,2.8118,0.6008,0.4316,10060.2465,9990.329,4308.3235,297783.2964,295713.7384
603132.SH,20260518,19.17,0.8453,5.1796,0.99,34.5739,28.6948,5.885,10.8767,9.8215,2.1909,2.2431,97800.0,97800.0,15960.0,1874826.0,1874826.0
301195.SZ,20260518,31.39,0.9008,1.8934,0.77,27.3842,30.4775,1.6789,4.303,4.4924,2.0707,2.0707,13206.984,8768.9828,4172.2185,414567.2278,275258.3701
600354.SH,20260518,5.86,3.265,4.5702,0.89,65.4578,101.0083,4.1324,2.6646,2.5969,,,52780.208,52780.208,37707.3403,309292.0189,309292.0189
688331.SH,20260518,111.98,3.5588,3.5588,0.52,89.0724,48.9318,16.0903,19.443,18.6941,,,56447.7483,16309.3112,16309.3112,6321018.8546,1826316.6682
688270.SH,20260518,138.85,4.3717,5.5368,0.73,223.4901,198.0082,12.9514,68.8461,61.8713,,,21405.16,21405.16,16900.8644,2972106.466,2972106.466
301327.SZ,20260518,61.47,1.2049,2.5817,0.7,624.8861,,1.7593,2.5882,2.4527,1.3298,1.3298,17438.1356,17438.1356,8138.783,1071922.1953,1071922.1953
301626.SZ,20260518,270.28,4.0767,4.0767,0.91,202.1108,277.2852,19.3535,27.9833,27.6679,0.2072,0.2072,11568.0,5261.8998,5261.8998,3126599.04,1422186.2779
001318.SZ,20260518,12.79,0.7674,2.5357,0.85,34.6054,35.6217,2.4458,7.5775,7.6961,1.4073,1.4073,28266.0,28266.0,8553.98,361522.14,361522.14
301281.SZ,20260518,38.23,3.7183,5.4396,0.69,250.1015,175.8562,2.9734,10.3959,9.2342,0.5231,0.5231,10829.0,7095.2,4849.92,413992.67,271249.496
688209.SH,20260518,25.89,3.1409,6.8524,0.65,63.1027,55.1969,5.0227,6.9789,6.6859,0.3409,0.3409,43378.4049,43378.4049,19883.3232,1123066.9029,1123066.9029
688206.SH,20260518,35.81,1.6422,3.0337,0.76,455.0894,762.127,7.8261,32.2197,31.6166,0.0835,0.0835,43517.7853,43517.7853,23556.9507,1558371.8916,1558371.8916
688048.SH,20260518,408.02,5.462,8.3111,0.78,3304.7918,2131.5756,23.8663,150.6685,140.1993,,,17627.9943,17627.9943,11584.8943,7192574.2343,7192574.2343
301551.SZ,20260518,26.61,3.7501,4.5176,1.17,40.6946,41.8746,4.2207,17.5925,17.7242,2.5366,2.5366,40001.0,15455.372,12829.6816,1064426.61,411267.4489
688237.SH,20260518,51.27,1.1807,2.6308,0.64,363.0883,322.4914,3.7887,11.8255,11.1306,0.6532,0.6532,8968.1952,8968.1952,4024.7089,459799.3679,459799.3679
688249.SH,20260518,40.9,6.7873,9.926,1.17,116.6004,132.5665,3.7457,7.5431,7.3119,0.2368,0.2368,200759.1697,121038.0306,82764.8125,8211050.0407,4950455.4515
688729.SH,20260518,26.19,10.3442,10.3442,1.36,115.3973,126.3648,8.5796,15.2485,15.6263,,,295556.0,21500.0932,21500.0932,7740611.64,563087.4409
301359.SZ,20260518,23.69,2.7438,4.3479,0.8,70.395,82.4587,3.3117,8.3019,8.2895,1.5076,1.5076,12017.6,7114.7028,4489.8376,284696.944,168547.3093
301115.SZ,20260518,24.72,2.3092,3.3588,0.53,210.7059,,1.8307,3.2129,3.2754,1.3802,1.3802,18352.485,15476.6714,10640.2231,453673.4292,382583.317
001311.SZ,20260518,28.13,2.7515,4.6914,0.86,37.2624,42.1648,1.859,2.0832,1.9717,1.8322,1.8322,31050.9334,13625.4278,7991.1367,873462.7565,383283.284
301332.SZ,20260518,9.22,1.0749,1.4554,0.64,32.8262,33.3009,1.4318,1.2401,1.2884,1.6155,1.6155,46156.25,26484.024,19560.5765,425560.625,244182.7013
688295.SH,20260518,53.91,1.0289,5.6074,0.51,504.4389,282.3046,10.2095,22.117,20.5689,,,90000.0,90000.0,16513.7158,4851900.0,4851900.0
603070.SH,20260518,16.63,3.892,14.9756,1.18,74.7951,109.7409,3.0833,3.5342,3.6389,0.4811,0.4811,40100.0,40100.0,10421.5494,666863.0,666863.0
001259.SZ,20260518,66.55,14.1541,27.9123,7.31,525.7565,393.3634,6.7396,11.2727,10.3784,0.2375,0.2375,7358.8888,4754.4499,2410.9388,489734.0496,316408.6408
300975.SZ,20260518,23.84,18.6973,23.7779,1.74,54.0774,31.3249,6.1685,1.916,1.5597,0.0501,0.0501,68700.5604,49207.3289,38693.2108,1637821.3599,1173102.721
300973.SZ,20260518,28.13,1.8399,2.3145,0.87,15.6333,16.9915,1.8864,1.0942,1.0935,2.4487,2.4487,16934.0636,11856.4754,9425.4129,476355.2091,333522.653
688617.SH,20260518,226.75,1.0113,1.7816,0.98,38.9712,36.8905,11.2972,12.377,11.7417,0.5322,0.4352,14104.1779,14104.1779,8006.0629,3198122.3388,3198122.3388
688536.SH,20260518,293.62,4.7522,7.3915,0.77,234.3563,154.2511,6.3732,18.9262,16.7348,,,13807.5483,13564.8979,8721.3325,4054172.3318,3982925.3214
688160.SH,20260518,128.74,5.7877,14.4451,1.28,161.3353,156.6017,9.091,16.1593,14.9787,0.2155,0.233,9083.2206,9083.2206,3639.3636,1169373.82,1169373.82
688095.SH,20260518,79.99,2.829,4.7035,0.88,241.6906,154.3827,2.7803,6.8514,6.6629,0.3682,0.3682,9135.9524,9135.9524,5494.8856,730784.8325,730784.8325
688386.SH,20260518,83.69,2.0068,2.9208,0.87,76.7817,81.2104,5.4933,11.5338,11.0339,0.084,0.084,9960.8958,9100.0,6252.1962,833627.3695,761579.0
688696.SH,20260518,86.91,2.3966,3.1187,1.33,42.4231,46.4266,2.0332,1.755,1.7638,,,7002.0,7002.0,5380.7923,608543.82,608543.82
688665.SH,20260518,53.47,1.333,4.2274,1.31,40.8425,40.5309,4.5631,5.2734,5.2284,0.6475,0.6475,10119.2341,10119.2341,3190.8841,541075.4473,541075.4473
003040.SZ,20260518,14.42,1.2692,2.4276,0.95,929.891,,4.619,6.6618,7.3599,0.208,0.208,46113.5972,45685.0258,23886.2459,664958.0716,658778.072
688013.SH,20260518,31.86,2.46,5.0873,1.17,30.3528,31.6509,4.484,7.9135,8.1677,4.6364,3.1053,8115.56,8115.56,3924.347,258561.7416,258561.7416
688219.SH,20260518,11.79,1.6179,2.76,1.01,33.2666,32.3521,2.1274,0.9985,0.9726,1.0942,1.0942,54960.0,54960.0,32217.8838,647978.4,647978.4
688777.SH,20260518,84.05,3.9788,5.0134,1.27,150.6289,167.8988,6.6277,8.2377,8.3421,0.8389,0.8389,79118.9527,78719.9115,62474.1208,6649947.9744,6616408.5616
688739.SH,20260518,23.04,0.3997,0.8818,0.47,72.8051,166.3934,1.026,6.9015,7.3511,3.4321,3.4321,41645.0,41645.0,18878.62,959500.8,959500.8
688328.SH,20260518,69.82,13.2337,20.3172,1.1,270.0799,177.3718,7.7051,9.8077,9.6737,,,9445.6295,9445.6295,6152.461,659493.8517,659493.8517
688313.SH,20260518,173.42,5.7341,8.9737,0.83,210.5789,198.3337,47.2624,36.8149,34.5376,0.0346,0.0346,45198.6328,45198.6328,28881.5429,7838346.9002,7838346.9002
301008.SZ,20260518,32.28,11.6395,23.2926,2.32,128.7441,189.1871,2.8011,3.6865,3.7342,0.2667,0.2667,13096.3234,11564.0734,5778.6634,422749.3194,373288.2894
688376.SH,20260518,78.8,2.596,6.0317,0.96,88.0131,96.1342,5.4431,5.5249,5.1482,0.2522,0.2522,13525.1944,13525.1944,5821.1302,1065785.3187,1065785.3187
301009.SZ,20260518,10.61,1.8439,2.6005,0.67,79.8599,148.6146,2.147,2.5077,2.4837,0.6466,0.6466,27186.0,15103.5028,10709.3336,288443.46,160248.1647
301033.SZ,20260518,54.94,1.5458,2.3969,0.54,32.5622,33.5855,4.4925,9.9875,9.8629,1.0777,1.0777,6704.962,5635.3661,3634.2051,368370.6123,309607.0135
300992.SZ,20260518,31.38,5.0732,7.6365,1.32,160.976,,3.4629,3.1985,3.1837,0.2339,0.2339,9534.8468,7750.3968,5148.8668,299203.4926,243207.4516
300980.SZ,20260518,32.33,4.3707,5.2554,0.83,89.8045,74.6005,3.1357,7.3964,7.0465,0.5443,0.5443,13806.5198,9834.1448,8178.5948,446364.7851,317937.9014
300969.SZ,20260518,152.0,6.8494,10.852,1.05,106.8728,107.9375,10.0276,18.7994,18.1151,0.1797,,11717.6983,5585.9441,3525.6583,1781090.1416,849063.5032
300957.SZ,20260518,39.1,1.45,2.8339,0.89,32.7509,30.483,2.6459,3.0909,2.9962,1.5262,2.2893,42360.0,42129.2882,21555.5793,1656276.0,1647255.1686
301066.SZ,20260518,15.85,4.2187,8.4191,0.93,111.6233,101.0425,2.8899,5.2032,4.972,0.8631,0.3122,23492.3111,23311.667,11681.3058,372353.1309,369489.922
300970.SZ,20260518,32.53,6.9027,8.6169,0.99,36.1706,18.2443,2.2859,3.0873,2.7784,,,12260.91,9475.7379,7590.6596,398847.4023,308245.7539
601138.SH,20260518,68.98,1.2691,7.8289,0.77,38.7934,33.6742,7.7679,1.5161,1.3777,0.9281,1.4066,1984409.2284,1984409.2284,321690.8737,136884548.575,136884548.575
001965.SZ,20260518,9.88,0.139,0.6589,0.75,14.5625,14.5,0.9577,5.0249,4.7566,4.2249,4.2249,679509.4992,679509.4992,143317.1637,6713553.8521,6713553.8521
603786.SH,20260518,54.08,1.2493,5.9726,1.61,26.3333,28.1897,3.7862,3.1496,3.0805,1.2019,1.2019,40385.67,40385.67,8447.6904,2184057.0336,2184057.0336
002957.SZ,20260518,47.25,10.3494,23.4,1.2,72.6669,66.5351,5.995,7.5382,7.3088,0.3578,0.3578,41998.2466,41867.8662,18517.3748,1984417.1519,1978256.678
688300.SH,20260518,121.19,3.7248,9.5241,0.67,99.9972,97.1428,16.4699,26.2336,24.9951,0.3174,0.3174,24146.919,24146.919,9443.552,2926365.1136,2926365.1136
301046.SZ,20260518,28.74,2.9387,5.0095,0.47,693.7833,,4.1347,4.099,4.7618,0.9428,0.9428,16861.753,12995.278,7623.348,484606.7812,373484.2897
603530.SH,20260518,58.7,0.9002,4.2718,0.46,58.701,54.879,13.3226,14.7265,13.9508,0.7793,0.7793,43168.4575,42746.4774,9007.9472,2533988.4553,2509218.2234
301168.SZ,20260518,44.73,2.5008,4.834,0.89,209.6989,733.0825,2.5248,3.9745,4.6827,0.1375,0.1375,12000.0,9531.3336,4930.89,536760.0,426336.5519
603867.SH,20260518,39.49,10.2813,13.4287,2.41,32.977,31.793,2.7366,2.9181,2.8627,0.9975,0.9975,21748.6743,21568.6743,16513.3752,858855.1481,851746.9481
603236.SH,20260518,74.7,2.6249,3.4439,1.06,25.6853,28.05,3.0734,0.8838,0.8316,1.1805,1.1805,28782.3419,26165.7654,19943.0205,2150040.9399,1954582.6754
601698.SH,20260518,35.47,1.0491,4.4628,0.56,339.5889,376.8266,9.3799,56.6546,56.5731,0.0911,0.0911,422438.5412,422438.5412,99310.4778,14983895.0564,14983895.0564
603927.SH,20260518,16.5,0.983,1.4774,0.83,61.2301,61.1225,4.3182,2.2747,2.3069,2.3636,2.3636,83104.0,83104.0,55297.0638,1371216.0,1371216.0
600989.SH,20260518,29.23,1.3894,4.7016,1.19,18.8853,17.0471,4.369,4.4622,4.2443,2.3527,2.375,733336.0,733336.0,216714.873,21435411.28,21435411.28
300824.SZ,20260518,9.43,1.3433,3.334,1.08,27.1041,27.251,4.1202,3.2376,3.1248,2.1608,2.1081,32634.1682,31651.0307,12752.3726,307740.2061,298469.2195
603687.SH,20260518,15.62,4.2105,8.3469,0.65,111.4092,123.818,2.6255,3.8977,3.8524,0.371,0.371,55003.1864,55003.1864,27745.9753,859149.7716,859149.7716
603327.SH,20260518,10.73,2.2534,7.6531,0.81,94.7795,76.8321,4.4805,4.2293,3.9315,1.7042,1.7042,104545.936,104545.936,30783.1768,1121777.8933,1121777.8933
603115.SH,20260518,83.27,2.6469,7.4543,0.71,97.6668,90.2451,9.3037,8.7754,8.317,0.7125,0.7125,24189.04,24189.04,8589.04,2014221.3608,2014221.3608
001236.SZ,20260518,9.54,1.1805,3.2413,0.52,2407.9479,628.4366,5.1329,33.4347,,0.1048,0.1048,100777.7778,75807.7778,27610.2769,961420.0002,723206.2002
601077.SH,20260518,6.86,0.4996,0.841,0.84,6.4237,6.3246,0.573,2.7195,2.6631,4.4402,4.5708,1135700.0,883824.2409,525035.6542,7790902.0,6063034.2926
605183.SH,20260518,16.16,0.4031,1.2468,0.54,13.5227,15.3334,1.7749,3.0268,3.0058,1.8475,1.8475,41588.3145,41242.9445,13333.6225,672067.1623,666485.9831
301386.SZ,20260518,25.85,3.0471,3.0471,0.8,37.4928,39.4378,2.3757,6.6347,6.6706,1.9342,1.9342,14000.0,4500.0,4500.0,361900.0,116325.0
300811.SZ,20260518,102.37,3.7147,5.691,1.06,70.9713,68.5523,9.4857,16.4661,15.5491,0.1947,0.1947,28988.82,23770.3924,15515.7579,2967585.5034,2433375.07
300498.SZ,20260518,14.72,1.2742,1.411,1.13,18.5982,44.6237,2.4757,0.9434,0.9415,3.3862,3.3862,665392.7391,594930.2799,537267.2444,9794581.1196,8757373.7201
603855.SH,20260518,19.86,3.5741,6.2133,2.43,18.1218,19.2526,2.9838,2.0828,2.1633,5.0355,,33751.1,33553.25,19301.11,670296.846,666367.545
300629.SZ,20260518,25.63,3.8422,4.3098,0.71,79.0809,58.1407,3.6325,16.4391,14.7616,0.3881,0.3881,25142.3424,21678.8619,19326.6786,644398.2357,555629.2305
603225.SH,20260518,16.62,1.2371,2.7181,0.98,27.3771,25.8263,1.3256,0.3896,0.3741,1.2067,1.2067,167749.378,166854.568,75936.966,2787994.6624,2773122.9202
603081.SH,20260518,11.92,3.8106,8.2222,1.68,57.3632,85.5842,1.5752,2.1128,2.0476,1.0906,1.0906,42249.9149,42249.9149,19580.7999,503618.9856,503618.9856
002871.SZ,20260518,21.0,3.7309,4.7758,1.1,39.4155,40.2913,4.5145,7.8954,7.6413,1.6564,1.6564,25185.3845,14926.6623,11660.8754,528893.0745,313459.9083
300645.SZ,20260518,16.05,3.4549,4.732,1.09,174.1854,172.8472,2.1671,1.7327,1.722,0.1217,0.1217,14210.6515,13932.0444,10171.7386,228080.9566,223609.3126
300610.SZ,20260518,12.27,5.4436,5.894,1.65,39.982,40.6982,2.2282,3.0153,2.8578,1.6236,1.6236,21500.798,16762.4128,15481.5137,263814.7915,205674.8051
300602.SZ,20260518,38.79,7.9497,10.5968,1.16,61.9115,58.7538,5.4388,3.4582,3.2294,0.0977,0.0977,58186.3431,39540.3873,29663.2793,2257048.2488,1533771.6234
603856.SH,20260518,12.3,1.7738,4.496,0.93,13.9117,13.8131,1.2413,1.5745,1.5729,1.7642,1.7642,28205.606,28205.606,11127.7557,346928.9538,346928.9538
603586.SH,20260518,17.33,1.7823,4.4194,0.89,24.9146,48.6641,1.5213,1.9217,2.0662,2.8852,3.1737,19605.278,19605.278,7906.7263,339759.4677,339759.4677
603926.SH,20260518,24.3,4.2589,8.4192,0.76,73.6187,70.8117,3.2597,2.3948,2.3789,1.0717,1.0717,23471.6611,23083.8611,11677.2522,570361.3647,560937.8247
603728.SH,20260518,67.15,4.1131,9.3983,1.72,460.1486,415.1371,9.4594,10.184,9.8107,0.0357,0.0357,41888.25,41888.25,18332.25,2812795.9875,2812795.9875
003041.SZ,20260518,60.17,2.2052,11.5586,0.57,37.0472,282.2065,5.8875,8.8129,8.6379,1.3296,1.3296,14400.0,13682.34,2610.3316,866448.0,823266.3978
300590.SZ,20260518,15.0,5.4814,7.8141,0.72,92.995,59.4125,3.6428,7.7809,6.6238,1.4505,1.4505,46223.6538,35781.4593,25099.8528,693354.807,536721.8895
002860.SZ,20260518,13.77,3.3453,5.2946,0.67,24.8245,25.7437,2.1414,2.2988,2.2928,0.7184,0.7109,35971.2516,35154.0118,22211.2778,495324.1345,484070.7425
002876.SZ,20260518,29.66,2.9016,3.2747,0.65,109.53,101.5816,2.1322,1.3985,1.3488,0.5046,,17388.4932,14894.1618,13197.2949,515742.7083,441760.839
300595.SZ,20260518,13.14,1.0748,1.4565,0.67,24.5328,25.2755,2.3248,6.3209,6.3853,2.1325,0.4262,89528.9123,66849.476,49330.7632,1176409.9076,878402.1146
300409.SZ,20260518,25.07,2.9282,3.0523,0.51,38.692,34.3583,2.4111,2.4044,2.2717,0.7075,0.7075,78224.8953,68749.2567,65954.7517,1961098.1252,1723543.8655
603369.SH,20260518,27.91,0.6989,1.2942,0.58,13.3649,14.8421,1.9389,3.4181,3.7002,4.2995,4.2995,124680.0037,124680.0037,67326.8263,3479818.9033,3479818.9033
603698.SH,20260518,39.8,4.9727,16.1356,0.85,98.5306,95.4007,6.0607,5.0587,4.9308,0.4095,0.4095,53599.0,53599.0,16518.1627,2133240.2,2133240.2
603889.SH,20260518,7.96,2.4317,4.427,1.48,12.1055,11.6482,1.525,1.1504,1.1103,3.7706,3.7706,73015.7443,72472.1043,39808.0456,581205.3246,576877.9502
601689.SH,20260518,71.42,4.4572,10.7134,1.52,44.661,44.8818,5.0478,4.1957,4.0771,0.7267,0.7267,173783.558,173783.558,72300.1111,12411621.7124,12411621.7124
300415.SZ,20260518,26.59,2.4202,3.5099,0.87,17.5812,17.515,3.6716,2.06,2.0233,1.8444,1.8444,46856.2084,45309.2139,31242.1122,1245906.5814,1204771.9976
300452.SZ,20260518,13.45,1.985,2.5987,0.85,17.861,17.8729,3.0776,3.3447,3.2975,2.2131,2.2131,23445.4144,19863.0096,15172.2901,315340.8237,267157.4791
601021.SH,20260518,44.26,0.6673,1.5114,1.09,18.6852,16.5076,2.3229,2.0178,1.9494,2.8076,2.8076,97833.3423,97833.3423,43190.234,4330103.7302,4330103.7302
603309.SH,20260518,13.41,2.6646,5.3592,1.12,51.2788,50.6014,2.147,2.3995,2.3866,3.7413,5.2327,29187.1418,29187.1418,14511.7162,391399.5715,391399.5715
002802.SZ,20260518,14.59,4.1685,7.4594,0.72,64.1842,62.0756,4.0481,6.7222,6.7261,0.6749,0.6749,18124.589,14968.3207,8364.7145,264437.7535,218387.799
601595.SH,20260518,22.22,0.8137,2.6433,0.63,88.2133,164.2569,5.8859,10.8446,11.77,0.216,0.216,44820.0,44820.0,13797.1683,995900.4,995900.4
603988.SH,20260518,23.91,3.8795,7.9174,1.38,183.5072,181.712,8.4379,8.54,8.5494,0.1673,0.1673,23520.0,23520.0,11524.8024,562363.2,562363.2
300596.SZ,20260518,45.76,2.466,3.6224,0.85,21.1603,20.1808,2.1189,1.7446,1.713,0.8086,0.8086,22961.9667,22961.9667,15631.4728,1050739.5962,1050739.5962
300475.SZ,20260518,194.35,9.9187,13.7341,0.8,165.9044,48.6991,18.5926,2.5631,1.7678,0.0473,0.018,46488.5767,44537.9767,32165.3278,9035054.8816,8655955.7716
603701.SH,20260518,25.25,2.1005,4.1318,1.05,572.025,435.0131,8.1319,7.1603,6.4683,0.1584,0.1584,26136.1901,26136.1901,13287.0002,659938.8,659938.8
603606.SH,20260518,58.76,1.4391,2.4318,0.52,31.7838,29.6688,4.751,3.7267,3.4898,0.7633,0.7633,68771.5368,68771.5368,40698.0821,4041015.5024,4041015.5024
300398.SZ,20260518,38.42,8.7904,11.1229,0.66,55.7948,54.2033,4.3191,6.7528,6.4107,0.2733,0.2733,56694.645,56385.0241,44561.2737,2178208.2609,2166312.6259
002730.SZ,20260518,32.55,3.3148,6.641,0.42,175.7126,172.5621,7.1439,10.0805,10.3049,0.3994,0.3994,36207.988,34602.988,17271.918,1178570.0094,1126327.2594
